name	support	dist	leaves	sample1_sum	sample1_min	sample1_max	sample1_mean	sample1_variance	sample2_sum	sample2_min	sample2_max	sample2_mean	sample2_variance	sample3_sum	sample3_min	sample3_max	sample3_mean	sample3_variance	sample4_sum	sample4_min	sample4_max	sample4_mean	sample4_variance	sample5_sum	sample5_min	sample5_max	sample5_mean	sample5_variance	random_type_counter	taxid	sci_name	common_name	lineage	rank	named_lineage	nleaves	sample1	sample2	sample3	sample4	sample5	random_type
GB_GCA_001776015.1	1.0	1.0	1	0.35	0.35	0.35	0.35		0.53	0.53	0.53	0.53		0.79	0.79	0.79	0.79		0.17	0.17	0.17	0.17		0.25	0.25	0.25	0.25		high--1	GB_GCA_001776015.1	GB_GCA_001776015.1		1;2;79;1547;4406;4407;5993;6542;6543	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__TCS64;f__TCS64;g__RBG-16-57-9;s__RBG-16-57-9 sp001776015;GB_GCA_001776015.1	1						
GB_GCA_013619005.1	1.0	1.0	1	0.69	0.69	0.69	0.69		0.09	0.09	0.09	0.09		0.5	0.5	0.5	0.5		0.97	0.97	0.97	0.97		0.63	0.63	0.63	0.63		low--1	GB_GCA_013619005.1	GB_GCA_013619005.1		1;2;79;1547;4406;4407;5993;7485;7486	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__TCS64;f__TCS64;g__RBG-16-57-9;s__RBG-16-57-9 sp013619005;GB_GCA_013619005.1	1						
GB_GCA_013329615.1	1.0	1.0	1	0.34	0.34	0.34	0.34		0.32	0.32	0.32	0.32		0.28	0.28	0.28	0.28		0.58	0.58	0.58	0.58		0.42	0.42	0.42	0.42		medium--1	GB_GCA_013329615.1	GB_GCA_013329615.1		1;2;79;1547;4406;4407;6678;6679;6680	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__TCS64;f__TCS64;g__UBA8941;s__UBA8941 sp8941u;GB_GCA_013329615.1	1						
GB_GCA_001774245.1	1.0	1.0	1	0.81	0.81	0.81	0.81		0.36	0.36	0.36	0.36		0.4	0.4	0.4	0.4		0.9	0.9	0.9	0.9		0.84	0.84	0.84	0.84		medium--1	GB_GCA_001774245.1	GB_GCA_001774245.1		1;2;79;1547;4406;4407;6678;7734;7735	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__TCS64;f__TCS64;g__UBA8941;s__UBA8941 sp001774245;GB_GCA_001774245.1	1						
GB_GCA_003662205.1	1.0	1.0	1	0.19	0.19	0.19	0.19		0.36	0.36	0.36	0.36		0.99	0.99	0.99	0.99		0.13	0.13	0.13	0.13		0.56	0.56	0.56	0.56		high--1	GB_GCA_003662205.1	GB_GCA_003662205.1		1;2;79;1547;4406;4407;7875;7876;7877	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__TCS64;f__TCS64;g__B46-G15;s__B46-G15 sp003662205;GB_GCA_003662205.1	1						
GB_GCA_003662535.1	1.0	1.0	1	0.69	0.69	0.69	0.69		0.05	0.05	0.05	0.05		0.57	0.57	0.57	0.57		0.55	0.55	0.55	0.55		0.09	0.09	0.09	0.09		medium--1	GB_GCA_003662535.1	GB_GCA_003662535.1		1;2;79;1547;5542;5543;5544;5545;5546	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__EX4484-135;f__B24-G1;g__B24-G1;s__B24-G1 sp003662535;GB_GCA_003662535.1	1						
GB_GCA_002255025.1	1.0	1.0	1	0.25	0.25	0.25	0.25		0.77	0.77	0.77	0.77		0.32	0.32	0.32	0.32		0.78	0.78	0.78	0.78		0.69	0.69	0.69	0.69		medium--1	GB_GCA_002255025.1	GB_GCA_002255025.1		1;2;79;1547;5542;6837;6838;6839;6840	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__EX4484-135;f__EX4484-135;g__EX4484-135;s__EX4484-135 sp002255025;GB_GCA_002255025.1	1						
GB_GCA_011040545.1	1.0	1.0	1	0.83	0.83	0.83	0.83		0.05	0.05	0.05	0.05		0.62	0.62	0.62	0.62		0.86	0.86	0.86	0.86		0.59	0.59	0.59	0.59		medium--1	GB_GCA_011040545.1	GB_GCA_011040545.1		1;2;79;1547;5542;6837;6838;8022;8023	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__EX4484-135;f__EX4484-135;g__EX4484-135;s__EX4484-135 sp011040545;GB_GCA_011040545.1	1						
GB_GCA_001775995.1	1.0	1.0	1	0.47	0.47	0.47	0.47		0.42	0.42	0.42	0.42		0.96	0.96	0.96	0.96		0.51	0.51	0.51	0.51		0.68	0.68	0.68	0.68		low--1	GB_GCA_001775995.1	GB_GCA_001775995.1		1;2;79;1547;7576;7577;7578;7579;7580	subspecies	root;d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__RBG-16-48-13;f__RBG-16-48-13;g__RBG-16-48-13;s__RBG-16-48-13 sp001775995;GB_GCA_001775995.1	1						
s__WYZ-LMO8 sp004347965	1.0	1.0	4	1.06	0.0	0.67	0.265		1.47	0.05	0.76	0.3675		2.16	0.26	0.91	0.54		1.4999999999999998	0.01	0.95	0.37499999999999994		2.49	0.36	0.9	0.6225		medium--1||low--3	s__WYZ-LMO8 sp004347965	s__WYZ-LMO8 sp004347965		1;2;79;1680;1681;1682;1683;1684	species	root;d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Nezhaarchaeales;f__WYZ-LMO8;g__WYZ-LMO8;s__WYZ-LMO8 sp004347965	4						
GB_GCA_003649565.1	1.0	1.0	1	0.34	0.34	0.34	0.34		0.62	0.62	0.62	0.62		0.1	0.1	0.1	0.1		0.1	0.1	0.1	0.1		0.4	0.4	0.4	0.4		medium--1	GB_GCA_003649565.1	GB_GCA_003649565.1		1;2;79;1680;1681;1682;1683;4248;4249	subspecies	root;d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Nezhaarchaeales;f__WYZ-LMO8;g__WYZ-LMO8;s__WYZ-LMO8 sp003649565;GB_GCA_003649565.1	1						
GB_GCA_011605835.1	1.0	1.0	1	0.78	0.78	0.78	0.78		0.41	0.41	0.41	0.41		0.73	0.73	0.73	0.73		0.84	0.84	0.84	0.84		0.1	0.1	0.1	0.1		low--1	GB_GCA_011605835.1	GB_GCA_011605835.1		1;2;79;1680;1681;1682;1683;4411;4412	subspecies	root;d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Nezhaarchaeales;f__WYZ-LMO8;g__WYZ-LMO8;s__WYZ-LMO8 sp011605835;GB_GCA_011605835.1	1						
GB_GCA_003650865.1	1.0	1.0	1	0.55	0.55	0.55	0.55		0.29	0.29	0.29	0.29		0.86	0.86	0.86	0.86		0.87	0.87	0.87	0.87		0.86	0.86	0.86	0.86		high--1	GB_GCA_003650865.1	GB_GCA_003650865.1		1;2;79;1680;1681;1682;1683;4758;4759	subspecies	root;d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Nezhaarchaeales;f__WYZ-LMO8;g__WYZ-LMO8;s__WYZ-LMO8 sp003650865;GB_GCA_003650865.1	1						
GB_GCA_011369545.1	1.0	1.0	1	0.52	0.52	0.52	0.52		0.84	0.84	0.84	0.84		0.36	0.36	0.36	0.36		0.29	0.29	0.29	0.29		0.68	0.68	0.68	0.68		low--1	GB_GCA_011369545.1	GB_GCA_011369545.1		1;2;79;1680;1681;1682;1683;5362;5363	subspecies	root;d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Nezhaarchaeales;f__WYZ-LMO8;g__WYZ-LMO8;s__WYZ-LMO8 sp011369545;GB_GCA_011369545.1	1						
GB_GCA_011362155.1	1.0	1.0	1	0.83	0.83	0.83	0.83		0.33	0.33	0.33	0.33		0.38	0.38	0.38	0.38		0.39	0.39	0.39	0.39		0.33	0.33	0.33	0.33		medium--1	GB_GCA_011362155.1	GB_GCA_011362155.1		1;2;79;1680;1681;1682;1683;7677;7678	subspecies	root;d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Nezhaarchaeales;f__WYZ-LMO8;g__WYZ-LMO8;s__WYZ-LMO8 sp011362155;GB_GCA_011362155.1	1						
s__DTCF01 sp011364865	1.0	1.0	2	1.01	0.23	0.78	0.505		1.62	0.68	0.94	0.81		1.45	0.49	0.96	0.725		1.6	0.64	0.96	0.8		0.27	0.02	0.25	0.135		high--2	s__DTCF01 sp011364865	s__DTCF01 sp011364865		1;2;79;1680;1681;3324;3325;3326	species	root;d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Nezhaarchaeales;f__DTCF01;g__DTCF01;s__DTCF01 sp011364865	2						
GB_GCA_003649615.1	1.0	1.0	1	0.15	0.15	0.15	0.15		0.09	0.09	0.09	0.09		0.31	0.31	0.31	0.31		0.78	0.78	0.78	0.78		0.88	0.88	0.88	0.88		high--1	GB_GCA_003649615.1	GB_GCA_003649615.1		1;2;79;1680;1681;5369;5370;5371;5372	subspecies	root;d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Nezhaarchaeales;f__B40-G2;g__B40-G2;s__B40-G2 sp003649615;GB_GCA_003649615.1	1						
GB_GCA_011375665.1	1.0	1.0	1	0.2	0.2	0.2	0.2		0.28	0.28	0.28	0.28		0.2	0.2	0.2	0.2		0.76	0.76	0.76	0.76		0.02	0.02	0.02	0.02		high--1	GB_GCA_011375665.1	GB_GCA_011375665.1		1;2;79;1680;1681;5369;7749;7750;7751	subspecies	root;d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Nezhaarchaeales;f__B40-G2;g__DRYY01;s__DRYY01 sp011375665;GB_GCA_011375665.1	1						
s__Methanomethylicus mesodigestum	1.0	1.0	3	1.6600000000000001	0.16	0.78	0.5533333333333333		1.31	0.17	0.93	0.4366666666666667		2.23	0.46	0.94	0.7433333333333333		1.49	0.26	0.67	0.49666666666666665		2.02	0.51	0.99	0.6733333333333333		low--2||high--1	s__Methanomethylicus mesodigestum	s__Methanomethylicus mesodigestum		1;2;79;1680;2518;2519;2520;2521	species	root;d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Methanomethylicales;f__Methanomethylicaceae;g__Methanomethylicus;s__Methanomethylicus mesodigestum	3						
s__Methanomethylicus oleusabulum	1.0	1.0	2	0.8599999999999999	0.29	0.57	0.42999999999999994		1.26	0.6	0.66	0.63		1.3900000000000001	0.51	0.88	0.6950000000000001		0.7	0.12	0.58	0.35		1.49	0.52	0.97	0.745		high--2	s__Methanomethylicus oleusabulum	s__Methanomethylicus oleusabulum		1;2;79;1680;2518;2519;2520;3394	species	root;d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Methanomethylicales;f__Methanomethylicaceae;g__Methanomethylicus;s__Methanomethylicus oleusabulum	2						
GB_GCA_011329225.1	1.0	1.0	1	0.02	0.02	0.02	0.02		0.65	0.65	0.65	0.65		0.17	0.17	0.17	0.17		0.28	0.28	0.28	0.28		0.7	0.7	0.7	0.7		low--1	GB_GCA_011329225.1	GB_GCA_011329225.1		1;2;79;1680;2518;2519;2520;4718;4719	subspecies	root;d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Methanomethylicales;f__Methanomethylicaceae;g__Methanomethylicus;s__Methanomethylicus mesodigestum_A;GB_GCA_011329225.1	1						
s__WYZ-LMO11 sp004348015	1.0	1.0	3	2.17	0.3	0.97	0.7233333333333333		1.61	0.48	0.62	0.5366666666666667		1.23	0.26	0.66	0.41		1.2999999999999998	0.41	0.47	0.4333333333333333		2.23	0.4	0.99	0.7433333333333333		low--1||high--1||medium--1	s__WYZ-LMO11 sp004348015	s__WYZ-LMO11 sp004348015		1;2;79;1680;2518;2519;2541;2542	species	root;d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Methanomethylicales;f__Methanomethylicaceae;g__WYZ-LMO11;s__WYZ-LMO11 sp004348015	3						
s__WYZ-LMO10 sp004347955	1.0	1.0	2	1.58	0.67	0.91	0.79		1.08	0.28	0.8	0.54		1.06	0.53	0.53	0.53		1.07	0.34	0.73	0.535		0.62	0.05	0.57	0.31		medium--1||low--1	s__WYZ-LMO10 sp004347955	s__WYZ-LMO10 sp004347955		1;2;79;1680;2518;2519;3050;3051	species	root;d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Methanomethylicales;f__Methanomethylicaceae;g__WYZ-LMO10;s__WYZ-LMO10 sp004347955	2						
GB_GCA_011362965.1	1.0	1.0	1	0.17	0.17	0.17	0.17		0.75	0.75	0.75	0.75		0.21	0.21	0.21	0.21		0.42	0.42	0.42	0.42		0.75	0.75	0.75	0.75		high--1	GB_GCA_011362965.1	GB_GCA_011362965.1		1;2;79;1680;2518;2519;3050;4904;4905	subspecies	root;d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Methanomethylicales;f__Methanomethylicaceae;g__WYZ-LMO10;s__WYZ-LMO10 sp011362965;GB_GCA_011362965.1	1						
GB_GCA_014361445.1	1.0	1.0	1	0.89	0.89	0.89	0.89		0.9	0.9	0.9	0.9		0.3	0.3	0.3	0.3		0.59	0.59	0.59	0.59		0.34	0.34	0.34	0.34		medium--1	GB_GCA_014361445.1	GB_GCA_014361445.1		1;2;79;1680;2518;2519;3050;6327;6328	subspecies	root;d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Methanomethylicales;f__Methanomethylicaceae;g__WYZ-LMO10;s__WYZ-LMO10 sp014361445;GB_GCA_014361445.1	1						
s__Methanosuratus petracarbonis_A	1.0	1.0	2	1.52	0.74	0.78	0.76		1.26	0.63	0.63	0.63		0.36	0.07	0.29	0.18		0.84	0.41	0.43	0.42		0.9299999999999999	0.33	0.6	0.46499999999999997		low--1||high--1	s__Methanosuratus petracarbonis_A	s__Methanosuratus petracarbonis_A		1;2;79;1680;2518;2519;3677;3678	species	root;d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Methanomethylicales;f__Methanomethylicaceae;g__Methanosuratus;s__Methanosuratus petracarbonis_A	2						
s__Methanosuratus subterraneum_A	1.0	1.0	2	1.3	0.46	0.84	0.65		0.97	0.13	0.84	0.485		1.04	0.1	0.94	0.52		1.45	0.72	0.73	0.725		1.1	0.29	0.81	0.55		low--1||high--1	s__Methanosuratus subterraneum_A	s__Methanosuratus subterraneum_A		1;2;79;1680;2518;2519;3677;3918	species	root;d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Methanomethylicales;f__Methanomethylicaceae;g__Methanosuratus;s__Methanosuratus subterraneum_A	2						
GB_GCA_014361455.1	1.0	1.0	1	0.86	0.86	0.86	0.86		0.7	0.7	0.7	0.7		0.74	0.74	0.74	0.74		0.02	0.02	0.02	0.02		0.44	0.44	0.44	0.44		medium--1	GB_GCA_014361455.1	GB_GCA_014361455.1		1;2;79;1680;2518;2519;3677;7075;7076	subspecies	root;d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Methanomethylicales;f__Methanomethylicaceae;g__Methanosuratus;s__Methanosuratus sp014361455;GB_GCA_014361455.1	1						
GB_GCA_003649085.1	1.0	1.0	1	0.89	0.89	0.89	0.89		0.93	0.93	0.93	0.93		0.2	0.2	0.2	0.2		0.69	0.69	0.69	0.69		0.99	0.99	0.99	0.99		low--1	GB_GCA_003649085.1	GB_GCA_003649085.1		1;2;79;1680;2518;4332;4333;4334;4335	subspecies	root;d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Methanomethylicales;f__B66-G16;g__B66-G16;s__B66-G16 sp003649085;GB_GCA_003649085.1	1						
s__DTDM01 sp011362245	1.0	1.0	2	0.82	0.25	0.57	0.41		1.02	0.19	0.83	0.51		0.83	0.22	0.61	0.415		0.53	0.26	0.27	0.265		1.6800000000000002	0.75	0.93	0.8400000000000001		high--1||low--1	s__DTDM01 sp011362245	s__DTDM01 sp011362245		1;2;79;1680;2598;2599;2600;2601	species	root;d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__DTDM01;f__DTDM01;g__DTDM01;s__DTDM01 sp011362245	2						
s__B29-G17 sp003649145	1.0	1.0	2	0.8600000000000001	0.18	0.68	0.43000000000000005		0.88	0.42	0.46	0.44		1.3199999999999998	0.5	0.82	0.6599999999999999		0.45	0.19	0.26	0.225		0.67	0.13	0.54	0.335		high--1||low--1	s__B29-G17 sp003649145	s__B29-G17 sp003649145		1;2;79;1680;2797;2798;2799;2800	species	root;d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__B29-G17;f__B29-G17;g__B29-G17;s__B29-G17 sp003649145	2						
GB_GCA_003650625.1	1.0	1.0	1	0.45	0.45	0.45	0.45		0.15	0.15	0.15	0.15		0.19	0.19	0.19	0.19		0.03	0.03	0.03	0.03		0.01	0.01	0.01	0.01		medium--1	GB_GCA_003650625.1	GB_GCA_003650625.1		1;2;79;1680;2797;2798;2799;4417;4418	subspecies	root;d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__B29-G17;f__B29-G17;g__B29-G17;s__B29-G17 sp003650625;GB_GCA_003650625.1	1						
s__B10-G16 sp003649185	1.0	1.0	2	1.16	0.21	0.95	0.58		1.0	0.36	0.64	0.5		0.5	0.05	0.45	0.25		0.61	0.3	0.31	0.305		0.2	0.01	0.19	0.1		medium--1||low--1	s__B10-G16 sp003649185	s__B10-G16 sp003649185		1;2;79;1680;2797;3119;3120;3121	species	root;d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__B29-G17;f__B10-G16;g__B10-G16;s__B10-G16 sp003649185	2						
s__DSZF01 sp011372955	1.0	1.0	2	1.3	0.64	0.66	0.65		0.71	0.01	0.7	0.355		1.6800000000000002	0.79	0.89	0.8400000000000001		1.3399999999999999	0.57	0.77	0.6699999999999999		1.1	0.19	0.91	0.55		high--1||low--1	s__DSZF01 sp011372955	s__DSZF01 sp011372955		1;2;79;1680;2797;4050;4051;4052	species	root;d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__B29-G17;f__DSZF01;g__DSZF01;s__DSZF01 sp011372955	2						
GB_GCA_011367155.1	1.0	1.0	1	0.88	0.88	0.88	0.88		0.87	0.87	0.87	0.87		0.3	0.3	0.3	0.3		0.81	0.81	0.81	0.81		0.9	0.9	0.9	0.9		medium--1	GB_GCA_011367155.1	GB_GCA_011367155.1		1;2;79;1680;2797;4050;4051;5291;5292	subspecies	root;d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__B29-G17;f__DSZF01;g__DSZF01;s__DSZF01 sp011367155;GB_GCA_011367155.1	1						
GB_GCA_011370515.1	1.0	1.0	1	1.0	1.0	1.0	1.0		0.25	0.25	0.25	0.25		0.57	0.57	0.57	0.57		0.85	0.85	0.85	0.85		0.14	0.14	0.14	0.14		low--1	GB_GCA_011370515.1	GB_GCA_011370515.1		1;2;79;1680;2797;4050;4051;7289;7290	subspecies	root;d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__B29-G17;f__DSZF01;g__DSZF01;s__DSZF01 sp011370515;GB_GCA_011370515.1	1						
GB_GCA_011605825.1	1.0	1.0	1	0.36	0.36	0.36	0.36		0.75	0.75	0.75	0.75		0.41	0.41	0.41	0.41		0.73	0.73	0.73	0.73		0.86	0.86	0.86	0.86		high--1	GB_GCA_011605825.1	GB_GCA_011605825.1		1;2;79;1680;2797;4050;4051;7390;7391	subspecies	root;d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__B29-G17;f__DSZF01;g__DSZF01;s__DSZF01 sp011605825;GB_GCA_011605825.1	1						
s__Korarchaeum cryptofilum	1.0	1.0	3	2.05	0.33	0.98	0.6833333333333332		2.1799999999999997	0.6	0.84	0.7266666666666666		1.28	0.08	0.79	0.4266666666666667		0.79	0.03	0.45	0.26333333333333336		0.29	0.02	0.16	0.09666666666666666		high--2||medium--1	s__Korarchaeum cryptofilum	s__Korarchaeum cryptofilum		1;2;79;2172;2173;2174;2175;2176	species	root;d__Archaea;p__Thermoproteota;c__Korarchaeia;o__Korarchaeales;f__Korarchaeaceae;g__Korarchaeum;s__Korarchaeum cryptofilum	3						
GB_GCA_003344655.1	1.0	1.0	1	0.97	0.97	0.97	0.97		0.69	0.69	0.69	0.69		0.5	0.5	0.5	0.5		0.87	0.87	0.87	0.87		0.39	0.39	0.39	0.39		high--1	GB_GCA_003344655.1	GB_GCA_003344655.1		1;2;79;2172;2173;2174;2175;5196;5197	subspecies	root;d__Archaea;p__Thermoproteota;c__Korarchaeia;o__Korarchaeales;f__Korarchaeaceae;g__Korarchaeum;s__Korarchaeum sp003344655;GB_GCA_003344655.1	1						
GB_GCA_011056255.1	1.0	1.0	1	0.5	0.5	0.5	0.5		0.82	0.82	0.82	0.82		0.52	0.52	0.52	0.52		0.74	0.74	0.74	0.74		0.65	0.65	0.65	0.65		medium--1	GB_GCA_011056255.1	GB_GCA_011056255.1		1;2;79;2172;2173;2174;2175;7642;7643	subspecies	root;d__Archaea;p__Thermoproteota;c__Korarchaeia;o__Korarchaeales;f__Korarchaeaceae;g__Korarchaeum;s__Korarchaeum sp011056255;GB_GCA_011056255.1	1						
s__Methanodesulfokores washburnensis	1.0	1.0	3	1.95	0.17	0.9	0.65		1.23	0.03	0.67	0.41		1.31	0.14	0.92	0.4366666666666667		1.4100000000000001	0.31	0.79	0.47000000000000003		1.4100000000000001	0.14	0.99	0.47000000000000003		low--1||high--1||medium--1	s__Methanodesulfokores washburnensis	s__Methanodesulfokores washburnensis		1;2;79;2172;2173;2174;2561;2562	species	root;d__Archaea;p__Thermoproteota;c__Korarchaeia;o__Korarchaeales;f__Korarchaeaceae;g__Methanodesulfokores;s__Methanodesulfokores washburnensis	3						
GB_GCA_011042755.1	1.0	1.0	1	0.55	0.55	0.55	0.55		0.45	0.45	0.45	0.45		0.83	0.83	0.83	0.83		0.44	0.44	0.44	0.44		0.92	0.92	0.92	0.92		high--1	GB_GCA_011042755.1	GB_GCA_011042755.1		1;2;79;2172;2173;2174;6051;6052;6053	subspecies	root;d__Archaea;p__Thermoproteota;c__Korarchaeia;o__Korarchaeales;f__Korarchaeaceae;g__DRBY01;s__DRBY01 sp011042755;GB_GCA_011042755.1	1						
s__B14-G2 sp003661385	1.0	1.0	2	0.99	0.36	0.63	0.495		0.82	0.09	0.73	0.41		0.7999999999999999	0.08	0.72	0.39999999999999997		0.27	0.1	0.17	0.135		1.51	0.71	0.8	0.755		high--1||medium--1	s__B14-G2 sp003661385	s__B14-G2 sp003661385		1;2;79;2172;2173;3036;3037;3038	species	root;d__Archaea;p__Thermoproteota;c__Korarchaeia;o__Korarchaeales;f__B14-G2;g__B14-G2;s__B14-G2 sp003661385	2						
GB_GCA_003661265.1	1.0	1.0	1	0.87	0.87	0.87	0.87		0.5	0.5	0.5	0.5		0.62	0.62	0.62	0.62		0.79	0.79	0.79	0.79		0.53	0.53	0.53	0.53		high--1	GB_GCA_003661265.1	GB_GCA_003661265.1		1;2;79;2172;2173;4357;4358;4359;4360	subspecies	root;d__Archaea;p__Thermoproteota;c__Korarchaeia;o__Korarchaeales;f__QMVU01;g__QMVU01;s__QMVU01 sp003661265;GB_GCA_003661265.1	1						
GB_GCA_003661365.1	1.0	1.0	1	0.31	0.31	0.31	0.31		0.24	0.24	0.24	0.24		0.72	0.72	0.72	0.72		0.96	0.96	0.96	0.96		0.22	0.22	0.22	0.22		low--1	GB_GCA_003661365.1	GB_GCA_003661365.1		1;2;79;2172;2173;4357;4358;7131;7132	subspecies	root;d__Archaea;p__Thermoproteota;c__Korarchaeia;o__Korarchaeales;f__QMVU01;g__QMVU01;s__QMVU01 sp003661365;GB_GCA_003661365.1	1						
GB_GCA_011041895.1	1.0	1.0	1	0.26	0.26	0.26	0.26		0.7	0.7	0.7	0.7		0.62	0.62	0.62	0.62		0.94	0.94	0.94	0.94		0.21	0.21	0.21	0.21		medium--1	GB_GCA_011041895.1	GB_GCA_011041895.1		1;2;79;2172;7981;7982;7983;7984;7985	subspecies	root;d__Archaea;p__Thermoproteota;c__Korarchaeia;o__DRAE01;f__DRAE01;g__DRAE01;s__DRAE01 sp011041895;GB_GCA_011041895.1	1						
s__JAAOZP01 sp011363915	1.0	1.0	2	0.89	0.26	0.63	0.445		0.76	0.22	0.54	0.38		0.95	0.47	0.48	0.475		0.9400000000000001	0.17	0.77	0.47000000000000003		0.21000000000000002	0.07	0.14	0.10500000000000001		low--2	s__JAAOZP01 sp011363915	s__JAAOZP01 sp011363915		1;2;79;2989;2990;2991;2992;2993	species	root;d__Archaea;p__Thermoproteota;c__EX4484-205;o__EX4484-205;f__JAAOZP01;g__JAAOZP01;s__JAAOZP01 sp011363915	2						
GB_GCA_011605725.1	1.0	1.0	1	0.18	0.18	0.18	0.18		0.68	0.68	0.68	0.68		0.72	0.72	0.72	0.72		0.54	0.54	0.54	0.54		0.69	0.69	0.69	0.69		low--1	GB_GCA_011605725.1	GB_GCA_011605725.1		1;2;79;2989;2990;2991;2992;5935;5936	subspecies	root;d__Archaea;p__Thermoproteota;c__EX4484-205;o__EX4484-205;f__JAAOZP01;g__JAAOZP01;s__JAAOZP01 sp011605725;GB_GCA_011605725.1	1						
GB_GCA_011389375.1	1.0	1.0	1	0.56	0.56	0.56	0.56		0.16	0.16	0.16	0.16		0.94	0.94	0.94	0.94		0.15	0.15	0.15	0.15		0.12	0.12	0.12	0.12		high--1	GB_GCA_011389375.1	GB_GCA_011389375.1		1;2;79;2989;2990;2991;2992;6596;6597	subspecies	root;d__Archaea;p__Thermoproteota;c__EX4484-205;o__EX4484-205;f__JAAOZP01;g__JAAOZP01;s__JAAOZP01 sp011389375;GB_GCA_011389375.1	1						
GB_GCA_011362045.1	1.0	1.0	1	0.44	0.44	0.44	0.44		0.19	0.19	0.19	0.19		0.69	0.69	0.69	0.69		0.57	0.57	0.57	0.57		0.64	0.64	0.64	0.64		medium--1	GB_GCA_011362045.1	GB_GCA_011362045.1		1;2;79;2989;2990;2991;2992;7720;7721	subspecies	root;d__Archaea;p__Thermoproteota;c__EX4484-205;o__EX4484-205;f__JAAOZP01;g__JAAOZP01;s__JAAOZP01 sp011362045;GB_GCA_011362045.1	1						
s__EX4484-205 sp002255045	1.0	1.0	2	0.43	0.18	0.25	0.215		1.69	0.83	0.86	0.845		1.13	0.52	0.61	0.565		1.23	0.54	0.69	0.615		0.8300000000000001	0.15	0.68	0.41500000000000004		high--1||medium--1	s__EX4484-205 sp002255045	s__EX4484-205 sp002255045		1;2;79;2989;2990;3614;3615;3616	species	root;d__Archaea;p__Thermoproteota;c__EX4484-205;o__EX4484-205;f__EX4484-205;g__EX4484-205;s__EX4484-205 sp002255045	2						
GB_GCA_011332645.1	1.0	1.0	1	0.59	0.59	0.59	0.59		0.46	0.46	0.46	0.46		0.22	0.22	0.22	0.22		0.38	0.38	0.38	0.38		0.6	0.6	0.6	0.6		high--1	GB_GCA_011332645.1	GB_GCA_011332645.1		1;2;79;2989;2990;4240;4241;4242;4243	subspecies	root;d__Archaea;p__Thermoproteota;c__EX4484-205;o__EX4484-205;f__DTQO01;g__DTQO01;s__DTQO01 sp011332645;GB_GCA_011332645.1	1						
GB_GCA_011371845.1	1.0	1.0	1	0.55	0.55	0.55	0.55		0.12	0.12	0.12	0.12		0.08	0.08	0.08	0.08		0.83	0.83	0.83	0.83		0.72	0.72	0.72	0.72		medium--1	GB_GCA_011371845.1	GB_GCA_011371845.1		1;2;79;2989;2990;6215;6216;6217;6218	subspecies	root;d__Archaea;p__Thermoproteota;c__EX4484-205;o__EX4484-205;f__DRUP01;g__DRUP01;s__DRUP01 sp011371845;GB_GCA_011371845.1	1						
