FeatureID	sample1	sample2	sample3	sample4	sample5	Taxon
GB_GCA_009776805.1	0.02	0.80	0.24	0.66	0.69	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__PALSA-986 sp009776805
GB_GCA_011369675.1	0.20	0.52	0.03	0.75	0.61	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__DRVV01;s__DRVV01 sp011373895
GB_GCA_011388725.1	0.24	0.88	0.93	0.28	0.07	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__DRVV01;s__DRVV01 sp011373895
GB_GCA_011373895.1	0.06	0.19	0.54	0.46	0.68	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__DRVV01;s__DRVV01 sp011373895
GB_GCA_011046575.1	0.28	0.79	0.40	0.21	0.44	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__DRVV01;s__DRVV01 sp011373445
GB_GCA_011373445.1	0.49	0.54	0.80	0.93	0.15	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__DRVV01;s__DRVV01 sp011373445
GB_GCA_003661945.1	0.91	0.27	0.68	0.12	0.36	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__UBA233;s__UBA233 sp003661945
GB_GCA_011040605.1	0.71	0.30	0.49	0.99	0.75	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__UBA233;s__UBA233 sp003661945
GB_GCA_002010925.1	0.80	0.20	0.34	0.03	0.35	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__UBA233;s__UBA233 sp002010925
GB_GCA_002507245.1	0.59	0.50	0.75	0.78	0.87	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__UBA233;s__UBA233 sp002507245
GB_GCA_013330975.1	0.42	0.93	0.70	0.78	0.84	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__UBA11855;s__UBA11855 sp11852u
GB_GCA_013330935.1	0.43	0.56	0.80	0.44	0.15	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__UBA11855;s__UBA11855 sp11852u
GB_GCA_003601665.1	0.69	0.35	0.75	0.98	0.42	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__JdFR-07;s__JdFR-07 sp003601605
GB_GCA_003601605.1	0.74	0.48	0.68	0.31	0.88	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__JdFR-07;s__JdFR-07 sp003601605
GB_GCA_002010975.1	0.90	0.60	0.09	0.87	0.74	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__JdFR-07;s__JdFR-07 sp002010975
GB_GCA_011051215.1	0.15	0.59	0.38	0.55	0.89	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__DSLF01;s__DSLF01 sp011051215
GB_GCA_011054055.1	0.67	0.66	0.30	0.79	0.51	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__DSLF01;s__DSLF01 sp011051215
GB_GCA_011366335.1	0.26	0.48	0.63	0.34	0.16	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__DSZD01;s__DSZD01 sp011364805
GB_GCA_011364805.1	0.98	0.40	0.87	0.65	0.62	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__DSZD01;s__DSZD01 sp011364805
GB_GCA_011374045.1	0.92	0.08	0.72	0.10	0.58	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__DRVP01;s__DRVP01 sp011373965
GB_GCA_011373965.1	0.79	0.98	0.79	0.41	0.08	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__DRVP01;s__DRVP01 sp011373965
GB_GCA_011366615.1	0.40	0.02	0.74	0.10	0.57	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__DRVP01;s__DRVP01 sp011364585
GB_GCA_011364585.1	0.07	0.87	0.53	0.48	0.48	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__DRVP01;s__DRVP01 sp011364585
GB_GCA_003662705.1	0.96	0.20	0.50	0.66	0.27	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PIYA01;s__PIYA01 sp003601785
GB_GCA_003601785.1	0.17	0.21	0.91	0.92	0.23	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PIYA01;s__PIYA01 sp003601785
GB_GCA_003662325.1	0.41	0.57	0.42	0.94	0.59	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PIYA01;s__PIYA01 sp003662325
GB_GCA_004376975.1	0.32	0.32	0.44	0.82	0.26	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__SOJA01;s__SOJA01 sp004376975
GB_GCA_011370995.1	0.12	0.52	0.73	0.05	0.73	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__DRUK01;s__DRUK01 sp011370995
GB_GCA_007050895.1	0.44	0.72	0.00	0.23	0.88	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__SG8-32-3;s__SG8-32-3 sp007050895
GB_GCA_001273335.1	0.75	0.41	0.79	0.02	0.95	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__SG8-32-3;s__SG8-32-3 sp001273335
GB_GCA_013388895.1	0.43	0.58	0.74	0.26	0.40	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__JACAEI01;s__JACAEI01 sp013388895
GB_GCA_013388905.1	0.69	0.42	0.98	0.39	0.72	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__JACAEI01;s__JACAEI01 sp013388905
GB_GCA_011334665.1	0.09	0.98	0.91	0.61	0.43	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__DTHR01;s__DTHR01 sp011334665
GB_GCA_011053435.1	0.35	0.68	0.01	0.02	0.34	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__DSLH01;s__DSLH01 sp011053435
GB_GCA_009889605.1	0.17	0.41	0.70	0.59	0.89	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__WUQU01;s__WUQU01 sp009889605
GB_GCA_003601875.1	0.94	0.45	0.29	0.26	0.54	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PIYF01;s__PIYF01 sp003601875
GB_GCA_001273385.1	0.83	0.93	0.03	0.56	0.96	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__AD8-1;s__AD8-1 sp001273385
GB_GCA_002779555.1	0.39	0.81	0.98	0.33	0.26	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__20-14-0-80-47-9;s__20-14-0-80-47-9 sp002779555
GB_GCA_003601845.1	0.92	0.91	0.43	0.99	0.23	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__B26-1;g__B26-1;s__B26-1 sp001593925
GB_GCA_001593925.1	0.16	1.00	0.79	0.43	0.69	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__B26-1;g__B26-1;s__B26-1 sp001593925
GB_GCA_002254475.1	0.13	0.85	0.26	0.54	0.32	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__B26-1;g__B26-1;s__B26-1 sp001593925
GB_GCA_001593935.1	0.92	0.30	0.92	0.37	0.72	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__B26-1;g__B26-1;s__B26-1 sp001593935
GB_GCA_011366715.1	0.31	0.94	0.95	0.46	0.37	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__B26-1;g__DTEX01;s__DTEX01 sp011364715
GB_GCA_011364715.1	0.22	0.45	0.56	0.63	0.71	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__B26-1;g__DTEX01;s__DTEX01 sp011364715
GB_GCA_011363945.1	0.36	0.43	0.81	0.13	0.80	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__B26-1;g__DTEX01;s__DTEX01 sp011363945
GB_GCA_011364385.1	0.53	0.22	0.32	0.14	0.59	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__B26-1;g__DTEX01;s__DTEX01 sp011363945
GB_GCA_011366945.1	0.84	0.13	0.76	0.68	0.19	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__B26-1;g__DTEX01;s__DTEX01 sp011366945
GB_GCA_011380195.1	0.66	0.67	0.20	0.25	0.65	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__B26-1;g__DTEX01;s__DTEX01 sp011380195
GB_GCA_011363705.1	0.32	0.35	0.92	0.54	0.31	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__B26-1;g__DTEX01;s__DTEX01 sp011363705
GB_GCA_003662645.1	0.72	0.70	0.69	0.67	0.34	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__B26-1;g__B17-G17;s__B17-G17 sp003662645
GB_GCA_003601695.1	0.46	0.66	0.38	0.35	0.82	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__B26-1;g__B63;s__B63 sp003601695
GB_GCA_003661975.1	0.85	0.59	0.37	0.11	0.02	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__B26-1;g__B63;s__B63 sp003661975
GB_GCA_001593845.1	0.36	0.78	0.92	0.42	0.83	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__B26-1;g__B63;s__B63 sp001593845
GB_GCA_003601725.1	0.81	0.39	0.31	0.15	0.14	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__B26-1;g__B63;s__B63 sp003601725
GB_GCA_003601835.1	0.22	0.72	0.39	0.51	0.47	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__B26-1;g__PIYB01;s__PIYB01 sp003601835
GB_GCA_001399795.1	0.81	0.45	0.06	0.05	0.13	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__BA1;g__BA2;s__BA2 sp001399795
GB_GCA_002509245.1	0.12	0.13	0.41	0.68	0.51	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__BA1;g__BA2;s__BA2 sp001399795
GB_GCA_004376295.1	0.59	0.45	0.45	0.09	0.60	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__BA1;g__SOJZ01;s__SOJZ01 sp004376295
GB_GCA_004377325.1	0.58	0.56	0.10	0.26	0.55	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__BA1;g__SOJZ01;s__SOJZ01 sp004376295
GB_GCA_003096255.1	0.01	0.04	0.48	0.43	0.79	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__BA1;g__BIN-L-1;s__BIN-L-1 sp003096255
GB_GCA_004376385.1	0.09	0.18	0.50	0.53	0.64	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__BA1;g__BIN-L-1;s__BIN-L-1 sp004376385
GB_GCA_003096235.1	0.29	0.71	0.40	0.47	0.39	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__BA1;g__BIN-L-1;s__BIN-L-1 sp003096235
GB_GCA_001399805.1	0.56	0.66	0.96	0.99	0.23	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__BA1;g__BA1;s__BA1 sp001399805
GB_GCA_003662715.1	0.47	0.36	0.98	0.66	0.01	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__BA1;g__B1-G15;s__B1-G15 sp003662715
GB_GCA_002490245.1	0.64	0.23	0.69	0.26	0.16	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__B24-2;g__B24-2;s__B24-2 sp002490245
GB_GCA_003601655.1	0.44	0.12	0.29	0.76	0.15	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__B24-2;g__B24-2;s__B24-2 sp002490245
GB_GCA_009889585.1	0.74	0.35	0.15	0.68	0.80	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__WUQV01;g__WUQV01;s__WUQV01 sp009889585
GB_GCA_004376645.1	0.10	0.87	0.36	0.00	0.79	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__SOJC01;g__SOJC01;s__SOJC01 sp004376645
GB_GCA_001918315.1	0.98	0.48	0.79	0.14	0.06	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__40CM-2-53-6;g__40CM-2-53-6;s__40CM-2-53-6 sp001915065
GB_GCA_005883755.1	0.38	0.26	0.93	0.03	0.57	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__40CM-2-53-6;g__40CM-2-53-6;s__40CM-2-53-6 sp001915065
GB_GCA_001920575.1	0.02	0.37	0.55	0.08	0.37	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__40CM-2-53-6;g__40CM-2-53-6;s__40CM-2-53-6 sp001915065
GB_GCA_001915065.1	0.47	0.25	0.83	0.15	0.91	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__40CM-2-53-6;g__40CM-2-53-6;s__40CM-2-53-6 sp001915065
GB_GCA_005882905.1	0.65	0.09	0.20	0.13	0.99	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__40CM-2-53-6;g__40CM-2-53-6;s__40CM-2-53-6 sp005882905
GB_GCA_005883735.1	0.34	0.33	0.64	0.52	0.94	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__40CM-2-53-6;g__40CM-2-53-6;s__40CM-2-53-6 sp005882905
GB_GCA_005881655.1	0.01	0.93	0.01	0.13	0.10	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__40CM-2-53-6;g__40CM-2-53-6;s__40CM-2-53-6 sp005882905
GB_GCA_005882885.1	0.69	0.92	0.80	0.78	0.47	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__40CM-2-53-6;g__40CM-2-53-6;s__40CM-2-53-6 sp005882895
GB_GCA_005882895.1	0.53	0.49	0.23	0.45	0.45	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__40CM-2-53-6;g__40CM-2-53-6;s__40CM-2-53-6 sp005882895
GB_GCA_005884635.1	0.19	0.82	0.24	0.67	0.72	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__40CM-2-53-6;g__40CM-2-53-6;s__40CM-2-53-6 sp001919285
GB_GCA_001919285.1	0.00	0.63	0.88	0.17	0.02	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__40CM-2-53-6;g__40CM-2-53-6;s__40CM-2-53-6 sp001919285
GB_GCA_005883075.1	0.35	0.60	0.69	0.86	0.52	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__40CM-2-53-6;g__40CM-2-53-6;s__40CM-2-53-6 sp005883075
GB_GCA_005884215.1	0.87	0.35	0.16	0.31	0.14	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__40CM-2-53-6;g__40CM-2-53-6;s__40CM-2-53-6 sp005883075
GB_GCA_001918745.1	0.69	0.29	0.86	0.06	0.70	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__40CM-2-53-6;g__40CM-2-53-6;s__40CM-2-53-6 sp001918745
GB_GCA_001919175.1	0.99	0.73	0.23	0.32	0.84	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__40CM-2-53-6;g__40CM-2-53-6;s__40CM-2-53-6 sp001918745
GB_GCA_005884195.1	0.22	0.16	0.97	0.67	0.44	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__40CM-2-53-6;g__40CM-2-53-6;s__40CM-2-53-6 sp005884195
GB_GCA_005881695.1	0.60	0.13	0.24	0.00	0.13	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__40CM-2-53-6;g__40CM-2-53-6;s__40CM-2-53-6 sp005881695
GB_GCA_005882955.1	0.50	0.85	0.40	0.68	0.38	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__40CM-2-53-6;g__40CM-2-53-6;s__40CM-2-53-6 sp005882955
GB_GCA_005883085.1	0.58	0.56	0.50	0.25	0.92	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__40CM-2-53-6;g__40CM-2-53-6;s__40CM-2-53-6 sp005883085
GB_GCA_005888745.1	0.27	0.76	0.79	0.06	0.37	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__40CM-2-53-6;g__40CM-2-53-6;s__40CM-2-53-6 sp005888745
GB_GCA_005881615.1	0.31	0.91	0.90	0.45	0.84	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__40CM-2-53-6;g__40CM-2-53-6;s__40CM-2-53-6 sp005881615
GB_GCA_005884605.1	0.40	0.99	0.09	0.94	0.94	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__40CM-2-53-6;g__40CM-2-53-6;s__40CM-2-53-6 sp005884605
GB_GCA_005883695.1	0.89	0.61	0.63	0.44	1.00	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__40CM-2-53-6;g__40CM-2-53-6;s__40CM-2-53-6 sp005883695
GB_GCA_005888635.1	0.38	0.57	0.31	0.34	0.71	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__40CM-2-53-6;g__40CM-2-53-6;s__40CM-2-53-6 sp005888635
GB_GCA_001918765.1	0.03	0.78	0.85	0.32	0.50	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__40CM-2-53-6;g__40CM-2-53-6;s__40CM-2-53-6 sp001918765
GB_GCA_005888755.1	0.23	0.74	0.78	0.15	0.46	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__40CM-2-53-6;g__40CM-2-53-6;s__40CM-2-53-6 sp005888755
GB_GCA_002495485.1	0.07	0.75	0.09	0.25	0.26	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__40CM-2-53-6;g__40CM-2-53-6;s__40CM-2-53-6 sp002495485
GB_GCA_005888735.1	0.69	0.75	0.50	0.52	0.44	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__40CM-2-53-6;g__BA-19;s__BA-19 sp005888735
GB_GCA_005888795.1	0.02	0.06	0.74	0.36	0.72	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__40CM-2-53-6;g__BA-19;s__BA-19 sp005888735
GB_GCA_005888695.1	0.39	0.02	0.00	0.24	0.14	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__40CM-2-53-6;g__BA-13;s__BA-13 sp005888695
GB_GCA_005888675.1	0.25	0.32	0.38	0.69	0.80	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__40CM-2-53-6;g__BA-13;s__BA-13 sp005888675
GB_GCA_011371795.1	0.60	0.42	0.90	0.00	0.64	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__DTDX01;g__DTDX01;s__DTDX01 sp011369655
GB_GCA_011369655.1	0.31	0.70	0.03	0.59	0.52	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__DTDX01;g__DTDX01;s__DTDX01 sp011369655
GB_GCA_011338225.1	0.32	0.24	0.68	0.47	0.30	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__DTDX01;g__DTDX01;s__DTDX01 sp011338225
GB_GCA_011355205.1	0.83	0.13	0.66	0.60	0.59	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__RBG-13-38-9;g__DTMT01;s__DTMT01 sp011355205
GB_GCA_007050885.1	0.05	0.65	0.57	0.59	0.38	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__RBG-13-38-9;g__RBG-13-38-9;s__RBG-13-38-9 sp007050885
GB_GCA_001775955.1	0.55	0.53	0.97	0.06	0.19	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__RBG-13-38-9;g__RBG-13-38-9;s__RBG-13-38-9 sp001775955
GB_GCA_011358085.1	0.43	0.92	0.92	0.27	0.53	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__DTGE01;g__DTOY01;s__DTOY01 sp011358085
GB_GCA_011389385.1	0.77	0.13	0.03	0.47	0.39	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__DTGE01;g__DTGE01;s__DTGE01 sp011389385
GB_GCA_003152955.1	0.82	0.11	0.81	0.39	0.84	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__FEN-987;g__FEN-987;s__FEN-987 sp003152955
GB_GCA_001768965.1	0.55	0.44	0.27	0.73	0.55	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__FEN-987;g__FEN-987;s__FEN-987 sp001768965
GB_GCA_003662625.1	0.21	0.69	0.02	0.67	0.41	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B25;f__B25;g__B25;s__B25 sp003662515
GB_GCA_003662515.1	0.10	0.63	0.22	0.46	0.06	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B25;f__B25;g__B25;s__B25 sp003662515
GB_GCA_003662305.1	0.81	0.74	0.95	0.99	0.28	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B25;f__B25;g__B25;s__B25 sp003662305
GB_GCA_003662485.1	0.45	0.03	0.63	0.24	0.57	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B25;f__B25;g__B25;s__B25 sp003662485
GB_GCA_001593855.1	0.31	0.31	0.68	0.60	0.45	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B25;f__B25;g__B25;s__B25 sp001593855
GB_GCA_002011035.1	0.48	0.47	0.65	0.20	0.33	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B25;f__B25;g__JdFR-11;s__JdFR-11 sp002011035
GB_GCA_002009985.1	0.63	0.46	0.40	0.67	0.28	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B25;f__B25;g__JdFR-11;s__JdFR-11 sp002011035
GB_GCA_003604315.1	0.73	0.21	0.99	0.02	0.53	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B25;f__B25;g__EX4484-218;s__EX4484-218 sp002254975
GB_GCA_002254975.1	0.68	0.06	0.55	0.37	0.90	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B25;f__B25;g__EX4484-218;s__EX4484-218 sp002254975
GB_GCA_003661965.1	0.41	0.49	0.97	0.84	0.68	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B25;f__B25;g__EX4484-218;s__EX4484-218 sp003661965
GB_GCA_001593865.1	0.72	0.17	0.85	0.28	0.16	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B24;f__B24;g__B24;s__B24 sp001593865
GB_GCA_003662455.1	0.77	0.47	0.23	0.13	0.55	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B24;f__B24;g__B24;s__B24 sp001593865
GB_GCA_011366665.1	0.74	0.41	0.44	0.08	0.89	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B24;f__B24;g__DTBU01;s__DTBU01 sp011366665
GB_GCA_011364325.1	0.58	0.39	0.45	0.63	0.39	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B24;f__B24;g__DTBU01;s__DTBU01 sp011366665
GB_GCA_011374155.1	0.54	0.37	0.25	0.06	0.64	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B24;f__B24;g__DTBU01;s__DTBU01 sp011374155
GB_GCA_011369595.1	0.18	0.31	0.05	0.41	0.13	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B24;f__B24;g__DTBU01;s__DTBU01 sp011369595
GB_GCA_011361905.1	0.12	0.50	0.69	0.76	0.67	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B24;f__B24;g__DTBU01;s__DTBU01 sp011361905
GB_GCA_011366745.1	0.93	0.93	0.49	0.17	0.27	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B24;f__DRYS01;g__DRYS01;s__DRYS01 sp011367275
GB_GCA_011367275.1	0.67	0.45	0.87	0.00	0.02	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B24;f__DRYS01;g__DRYS01;s__DRYS01 sp011367275
GB_GCA_011375775.1	0.08	0.13	0.72	0.14	0.00	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B24;f__DRYS01;g__DRYS01;s__DRYS01 sp011375775
GB_GCA_001593875.1	0.24	0.56	0.16	0.96	0.02	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__TCS64;f__TCS64;g__B23;s__B23 sp001593875
GB_GCA_014381835.1	0.22	0.87	0.34	0.16	0.55	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__TCS64;f__TCS64;g__GCA-2726865;s__GCA-2726865 sp014381835
GB_GCA_002726865.1	0.64	0.77	0.30	0.62	0.43	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__TCS64;f__TCS64;g__GCA-2726865;s__GCA-2726865 sp002726865
GB_GCA_003601775.1	0.94	0.59	0.43	0.56	0.09	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__TCS64;f__TCS64;g__PIYN01;s__PIYN01 sp003601775
GB_GCA_001775965.1	0.50	0.76	0.13	0.79	0.45	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__TCS64;f__TCS64;g__RBG-16-57-9;s__RBG-16-57-9 sp001775965
GB_GCA_001776015.1	0.35	0.53	0.79	0.17	0.25	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__TCS64;f__TCS64;g__RBG-16-57-9;s__RBG-16-57-9 sp001776015
GB_GCA_013619005.1	0.69	0.09	0.50	0.97	0.63	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__TCS64;f__TCS64;g__RBG-16-57-9;s__RBG-16-57-9 sp013619005
GB_GCA_013329615.1	0.34	0.32	0.28	0.58	0.42	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__TCS64;f__TCS64;g__UBA8941;s__UBA8941 sp8941u
