name	GC	GCA	aquatic_habitat	host_associated	size	soil_habitat	GCF
1898207.SAMN19225275.GCA_019415925.1	41.1	GCA_019415925.1	0	1	2624969	0	None
165186.SAMEA6149341.GCA_902766885.1	41.8	GCA_902766885.1			2022695		GB_GCA_902766885.1
165186.SAMEA7202476.GCA_904393835.1	41.6	GCA_904393835.1			2049581		GB_GCA_904393835.1
2485925.SAMN11294856.GCA_015066245.1	42.0	GCA_015066245.1	0	1	1800427	0	GB_GCA_015066245.1
2044939.SAMN16344669.GCA_017465505.1	42.8	GCA_017465505.1	0	1	1907076	0	GB_GCA_017465505.1
2044939.SAMN16342667.GCA_017407755.1	41.8	GCA_017407755.1	0	1	1559448	0	GB_GCA_017407755.1
41978.SAMN16344319.GCA_017456845.1	41.6	GCA_017456845.1	0	1	1787063	0	GB_GCA_017456845.1
2485925.SAMN11294890.GCA_015065545.1	41.3	GCA_015065545.1	0	1	1900195	0	GB_GCA_015065545.1
41978.SAMN16342088.GCA_017416065.1	45.5	GCA_017416065.1	0	1	1864962	0	GB_GCA_017416065.1
41978.SAMN16342518.GCA_017411385.1	42.8	GCA_017411385.1	0	1	2105440	0	GB_GCA_017411385.1
41978.SAMN16345013.GCA_017473775.1	44.6	GCA_017473775.1	0	1	2459014	0	GB_GCA_017473775.1
2485925.SAMN18472487.GCA_018065465.1	39.9	GCA_018065465.1	0	1	1728018	0	GB_GCA_018065465.1
41978.SAMN16342541.GCA_017410265.1	41.3	GCA_017410265.1	0	1	1965035	0	GB_GCA_017410265.1
41978.SAMN16345046.GCA_017473555.1	40.4	GCA_017473555.1	0	1	1983210	0	GB_GCA_017473555.1
41978.SAMN16345148.GCA_017481885.1	40.3	GCA_017481885.1	0	1	1938863	0	GB_GCA_017481885.1
41978.SAMN16340732.GCA_017380355.1	40.9	GCA_017380355.1	0	1	1592187	0	GB_GCA_017380355.1
41978.SAMN16342493.GCA_017411835.1	39.9	GCA_017411835.1	0	1	1715651	0	GB_GCA_017411835.1
2485925.SAMN11294837.GCA_015066595.1	40.0	GCA_015066595.1	0	1	1733516	0	GB_GCA_015066595.1
165186.SAMEA8030262.GCA_905234535.1	51.7	GCA_905234535.1			1926538		GB_GCA_905234535.1
41978.SAMN16342847.GCA_017404145.1	49.0	GCA_017404145.1	0	1	2536734	0	GB_GCA_017404145.1
165186.SAMEA6152558.GCA_902798925.1	52.0	GCA_902798925.1			2568940		GB_GCA_902798925.1
165186.SAMEA6152450.GCA_902797825.1	54.2	GCA_902797825.1			1835821		GB_GCA_902797825.1
165186.SAMEA6151664.GCA_902790005.1	52.3	GCA_902790005.1			2112050		GB_GCA_902790005.1
172733.SAMEA104666469.GCA_900314795.1	51.1	GCA_900314795.1			2527405		GB_GCA_900314795.1
165186.SAMEA6152540.GCA_902798755.1	51.6	GCA_902798755.1	0	1	2436239	0	GB_GCA_902798755.1
41978.SAMN16342822.GCA_017404665.1	52.0	GCA_017404665.1	0	1	2465842	0	GB_GCA_017404665.1
41978.SAMN16342855.GCA_017403985.1	51.9	GCA_017403985.1	0	1	2681941	0	GB_GCA_017403985.1
41978.SAMN16342802.GCA_017405065.1	52.7	GCA_017405065.1	0	1	2520461	0	GB_GCA_017405065.1
165186.SAMEA6151767.GCA_902790985.1	52.9	GCA_902790985.1			2001991		GB_GCA_902790985.1
41978.SAMN16342965.GCA_017432805.1	54.8	GCA_017432805.1	0	1	2130577	0	GB_GCA_017432805.1
165186.SAMEA6151196.GCA_902785355.1	52.5	GCA_902785355.1			2230487		GB_GCA_902785355.1
165186.SAMEA6150357.GCA_902776975.1	50.3	GCA_902776975.1			2140305		GB_GCA_902776975.1
165186.SAMEA8030370.GCA_905235715.1	51.7	GCA_905235715.1			1810693		GB_GCA_905235715.1
41978.SAMN16343872.GCA_017446165.1	53.9	GCA_017446165.1	0	1	2083592	0	GB_GCA_017446165.1
165186.SAMEA6149501.GCA_902768575.1	55.1	GCA_902768575.1			2325737		GB_GCA_902768575.1
165186.SAMEA6150706.GCA_902780445.1	52.4	GCA_902780445.1			2101324		GB_GCA_902780445.1
165186.SAMEA6152295.GCA_902796225.1	52.7	GCA_902796225.1			2175452		GB_GCA_902796225.1
165186.SAMEA8030134.GCA_905233755.1	57.8	GCA_905233755.1			1672514		GB_GCA_905233755.1
1898207.SAMN13894259.GCA_012842955.1	38.9	GCA_012842955.1			2166570		GB_GCA_012842955.1
2840914.SAMN15817212.GCA_018713055.1	46.3	GCA_018713055.1	0	1	1991979	0	GB_GCA_018713055.1
244328.SAMEA7202366.GCA_904385465.1	46.4	GCA_904385465.1	0	1	2121670	0	GB_GCA_904385465.1
707003.SAMEA4890913.GCA_900540275.1	50.4	GCA_900540275.1	0	1	2524518	0	GB_GCA_900540275.1
172733.SAMEA5851663.GCA_902384005.1	50.6	GCA_902384005.1			2536943		GB_GCA_902384005.1
165186.SAMEA6149038.GCA_902763835.1	39.6	GCA_902763835.1			2744666		GB_GCA_902763835.1
165186.SAMEA6149967.GCA_902773045.1	43.1	GCA_902773045.1			2382112		GB_GCA_902773045.1
172733.SAMEA104666497.GCA_900315715.1	38.8	GCA_900315715.1			2250450		GB_GCA_900315715.1
165186.SAMEA6148784.GCA_902761345.1	40.6	GCA_902761345.1			2086853		GB_GCA_902761345.1
165186.SAMEA6152372.GCA_902797065.1	45.0	GCA_902797065.1			2105582		GB_GCA_902797065.1
172733.SAMEA104666476.GCA_900315255.1	44.3	GCA_900315255.1			2688591		GB_GCA_900315255.1
2044939.SAMN16341615.GCA_017402845.1	40.1	GCA_017402845.1	0	1	2117253	0	GB_GCA_017402845.1
165186.SAMEA6150624.GCA_902779615.1	46.4	GCA_902779615.1			2806180		GB_GCA_902779615.1
165186.SAMEA6151201.GCA_902785425.1	46.3	GCA_902785425.1			2789569		GB_GCA_902785425.1
172733.SAMEA104666564.GCA_900317815.1	47.9	GCA_900317815.1			2273524		GB_GCA_900317815.1
165186.SAMEA6152203.GCA_902795375.1	51.9	GCA_902795375.1			1959243		GB_GCA_902795375.1
165186.SAMEA6151870.GCA_902792115.1	53.5	GCA_902792115.1			2053878		GB_GCA_902792115.1
165186.SAMEA6149389.GCA_902767285.1	39.6	GCA_902767285.1			1932272		GB_GCA_902767285.1
1952449.SAMN06454459.GCA_002293315.1	50.0	GCA_002293315.1			1672921		GB_GCA_002293315.1
2014781.SAMEA104143832.GCA_900197595.1	39.8	GCA_900197595.1			2702024		RS_GCF_900197595.1
1776382.SAMEA3869492.GCA_900048895.1	52.8	GCA_900048895.1			3671597		RS_GCF_900048895.1
707003.SAMEA8805826.GCA_910589395.1	53.4	GCA_910589395.1			2839123		GB_GCA_910589395.1
2485925.SAMEA8801339.GCA_910574995.1	56.2	GCA_910574995.1	0	1	3448594	0	GB_GCA_910574995.1
2304572.SAMN09901033.GCA_009936055.1	55.6	GCA_009936055.1	0	1	3414838	0	RS_GCF_009936055.1
172733.SAMEA8804993.GCA_910576525.1	56.1	GCA_910576525.1	0	1	2607973	0	GB_GCA_910576525.1
707003.SAMEA8805786.GCA_910588935.1	53.0	GCA_910588935.1			2707216		GB_GCA_910588935.1
707003.SAMEA8805732.GCA_910588415.1	57.5	GCA_910588415.1			2410061		GB_GCA_910588415.1
172733.SAMEA8805279.GCA_910580045.1	57.1	GCA_910580045.1			3030200		GB_GCA_910580045.1
707003.SAMEA8805756.GCA_910587835.1	58.4	GCA_910587835.1			3023165		GB_GCA_910587835.1
2320081.SAMN10024794.GCA_003612555.1	55.4	GCA_003612555.1	0	1	3623976	0	RS_GCF_003612555.1
1796620.SAMN09901305.GCA_009917305.1	54.0	GCA_009917305.1			3902101		RS_GCF_009917305.1
2320852.SAMN10053186.GCA_009917525.1	54.2	GCA_009917525.1	0	1	3197856	0	RS_GCF_009917525.1
172733.SAMEA8805489.GCA_910584745.1	57.1	GCA_910584745.1			3279720		GB_GCA_910584745.1
1834198.SAMN04621621.GCA_001688705.1	54.6	GCA_001688705.1	0	1	3802844	0	None
707003.SAMEA8805748.GCA_910587995.1	58.9	GCA_910587995.1			2405954		GB_GCA_910587995.1
2485925.SAMEA8801343.GCA_910574825.1	53.4	GCA_910574825.1	0	1	4162437	0	GB_GCA_910574825.1
344338.SAMEA7846746.GCA_905202625.1	56.9	GCA_905202625.1			2308372		GB_GCA_905202625.1
59620.SAMEA7847194.GCA_905209505.1	54.7	GCA_905209505.1	0	1	2704958	0	GB_GCA_905209505.1
707003.SAMEA4891214.GCA_900543305.1	53.4	GCA_900543305.1			2621392		GB_GCA_900543305.1
1924108.SAMEA7202409.GCA_904419785.1	51.6	GCA_904419785.1			2227998		GB_GCA_904419785.1
1898207.SAMN19225245.GCA_019416395.1	53.3	GCA_019416395.1	0	1	2558095	0	None
344338.SAMEA7847041.GCA_905200455.1	59.3	GCA_905200455.1	0	1	2699145	0	GB_GCA_905200455.1
1924108.SAMEA7202180.GCA_904374805.1	58.1	GCA_904374805.1			2274541		GB_GCA_904374805.1
344338.SAMEA7847891.GCA_905201625.1	61.7	GCA_905201625.1	0	1	2271622	0	GB_GCA_905201625.1
77133.SAMEA7852772.GCA_905215055.1	57.7	GCA_905215055.1			2958602		GB_GCA_905215055.1
2044939.SAMEA5278488.GCA_900755895.1	54.4	GCA_900755895.1	0	1	3715652	0	GB_GCA_900755895.1
1924108.SAMEA7202114.GCA_904373375.1	63.6	GCA_904373375.1	0	1	2238187	0	GB_GCA_904373375.1
2838418.SAMN15816718.GCA_019115285.1	63.7	GCA_019115285.1	0	1	2019174	0	GB_GCA_019115285.1
2485925.SAMN11294888.GCA_015065615.1	40.3	GCA_015065615.1	0	1	2646709	0	GB_GCA_015065615.1
1898207.SAMN17801166.GCA_018380225.1	52.7	GCA_018380225.1	0	1	2544085	0	GB_GCA_018380225.1
1898207.SAMN17800992.GCA_018363735.1	59.6	GCA_018363735.1	0	1	2665660	0	GB_GCA_018363735.1
244328.SAMEA7202267.GCA_904380085.1	61.5	GCA_904380085.1	0	1	2261909	0	GB_GCA_904380085.1
2485925.SAMN19224944.GCA_019422905.1	56.6	GCA_019422905.1	0	1	2212083	0	None
40518.SAMN10183586.GCA_004555625.1	58.0	GCA_004555625.1	0	1	2119190	0	GB_GCA_004555625.1
172733.SAMEA7846781.GCA_905198155.1	59.1	GCA_905198155.1			2789082		GB_GCA_905198155.1
1898207.SAMN19225180.GCA_019419895.1	48.1	GCA_019419895.1	0	1	2715067	0	None
1898207.SAMN13894127.GCA_012519975.1	36.0	GCA_012519975.1			1568641		GB_GCA_012519975.1
707003.SAMEA5853772.GCA_902406065.1	41.2	GCA_902406065.1			2478899		GB_GCA_902406065.1
1898207.SAMN13894203.GCA_012524025.1	45.0	GCA_012524025.1			2126670		GB_GCA_012524025.1
1898207.SAMN13893750.GCA_012728445.1	46.1	GCA_012728445.1			2409760		GB_GCA_012728445.1
1898207.SAMN13893743.GCA_012728605.1	47.6	GCA_012728605.1			1886100		GB_GCA_012728605.1
1898207.SAMN13894122.GCA_012520115.1	48.0	GCA_012520115.1			1972224		GB_GCA_012520115.1
2485925.SAMN11294879.GCA_015065765.1	39.9	GCA_015065765.1	0	1	2455561	0	GB_GCA_015065765.1
2485925.SAMN11294860.GCA_015066175.1	38.5	GCA_015066175.1	0	1	2634343	0	GB_GCA_015066175.1
2044939.SAMN16349057.GCA_017625095.1	44.2	GCA_017625095.1	0	1	2459241	0	GB_GCA_017625095.1
2044939.SAMN16342113.GCA_017399065.1	43.3	GCA_017399065.1	0	1	2641722	0	GB_GCA_017399065.1
2044939.SAMN16342028.GCA_017416765.1	42.5	GCA_017416765.1	0	1	2771420	0	GB_GCA_017416765.1
2044939.SAMN16346728.GCA_017516745.1	44.7	GCA_017516745.1	0	1	2886497	0	GB_GCA_017516745.1
2044939.SAMN16340721.GCA_017380575.1	41.4	GCA_017380575.1	0	1	2524691	0	GB_GCA_017380575.1
1898204.SAMN16927230.GCA_016292785.1	45.9	GCA_016292785.1	0	1	2013659	0	GB_GCA_016292785.1
165186.SAMEA7847317.GCA_905211305.1	44.5	GCA_905211305.1			2167205		GB_GCA_905211305.1
165186.SAMEA7846693.GCA_905199645.1	44.5	GCA_905199645.1	0	1	2440727	0	GB_GCA_905199645.1
2044939.SAMEA5278921.GCA_900767395.1	45.2	GCA_900767395.1			2084023		GB_GCA_900767395.1
1952421.SAMN06451406.GCA_002449395.1	45.8	GCA_002449395.1			2225376		GB_GCA_002449395.1
2044939.SAMN16346180.GCA_017512465.1	44.7	GCA_017512465.1	0	1	2367730	0	GB_GCA_017512465.1
2044939.SAMN16343056.GCA_017430965.1	46.9	GCA_017430965.1	0	1	2399559	0	GB_GCA_017430965.1
2044939.SAMN16342982.GCA_017432485.1	46.5	GCA_017432485.1	0	1	2595229	0	GB_GCA_017432485.1
2485925.SAMN11294841.GCA_015066575.1	46.8	GCA_015066575.1	0	1	2211444	0	GB_GCA_015066575.1
2044939.SAMEA5279536.GCA_900763975.1	44.0	GCA_900763975.1			1729387		GB_GCA_900763975.1
2485925.SAMN13894099.GCA_012520505.1	36.0	GCA_012520505.1			1686878		GB_GCA_012520505.1
2044939.SAMN16343825.GCA_017451425.1	50.3	GCA_017451425.1	0	1	1481549	0	GB_GCA_017451425.1
2485925.SAMN18472544.GCA_018064455.1	41.8	GCA_018064455.1	0	1	1695260	0	GB_GCA_018064455.1
2044939.SAMN16340965.GCA_017418655.1	57.8	GCA_017418655.1	0	1	1809990	0	GB_GCA_017418655.1
172733.SAMEA104666456.GCA_900314135.1	52.9	GCA_900314135.1			2340696		GB_GCA_900314135.1
707003.SAMEA4891143.GCA_900542575.1	54.3	GCA_900542575.1			2160614		GB_GCA_900542575.1
2485925.SAMEA6148839.GCA_902761865.1	58.1	GCA_902761865.1	0	1	1851576	0	GB_GCA_902761865.1
2044939.SAMN16344766.GCA_017461005.1	57.9	GCA_017461005.1	0	1	2119127	0	GB_GCA_017461005.1
2044939.SAMN16342947.GCA_017433225.1	57.6	GCA_017433225.1	0	1	2122752	0	GB_GCA_017433225.1
2485925.SAMEA6149816.GCA_902771565.1	58.2	GCA_902771565.1			1936184		GB_GCA_902771565.1
2044939.SAMEA5279388.GCA_900771085.1	44.1	GCA_900771085.1			1547831		GB_GCA_900771085.1
2044939.SAMEA5279256.GCA_900767015.1	47.7	GCA_900767015.1			2333717		GB_GCA_900767015.1
2044939.SAMN16344171.GCA_017454485.1	54.2	GCA_017454485.1	0	1	2424491	0	GB_GCA_017454485.1
2485925.SAMEA6149961.GCA_902772935.1	54.1	GCA_902772935.1			2438415		GB_GCA_902772935.1
2044939.SAMN16343267.GCA_017434855.1	57.1	GCA_017434855.1	0	1	2737272	0	GB_GCA_017434855.1
2485925.SAMEA6151677.GCA_902790155.1	55.7	GCA_902790155.1			2517225		GB_GCA_902790155.1
2485925.SAMEA6148779.GCA_902761265.1	55.2	GCA_902761265.1			2448489		GB_GCA_902761265.1
1898204.SAMN16927209.GCA_016293225.1	47.7	GCA_016293225.1	0	1	1916973	0	GB_GCA_016293225.1
1952415.SAMN06454623.GCA_002438505.1	46.1	GCA_002438505.1			2113284		GB_GCA_002438505.1
2044939.SAMN16343539.GCA_017435665.1	42.8	GCA_017435665.1	0	1	2233331	0	GB_GCA_017435665.1
2044939.SAMN16345064.GCA_017473435.1	42.3	GCA_017473435.1	0	1	2561106	0	GB_GCA_017473435.1
2485925.SAMN11294862.GCA_015066105.1	44.5	GCA_015066105.1	0	1	2476212	0	GB_GCA_015066105.1
2044939.SAMN16346646.GCA_017517865.1	42.6	GCA_017517865.1	0	1	2687150	0	GB_GCA_017517865.1
2044939.SAMN16348197.GCA_017555765.1	43.1	GCA_017555765.1	0	1	2420390	0	GB_GCA_017555765.1
2485925.SAMN11294867.GCA_015066045.1	44.7	GCA_015066045.1	0	1	2239618	0	GB_GCA_015066045.1
2044939.SAMN16346779.GCA_017516315.1	43.2	GCA_017516315.1	0	1	2055664	0	GB_GCA_017516315.1
2044939.SAMN16342200.GCA_017397845.1	41.6	GCA_017397845.1	0	1	2307643	0	GB_GCA_017397845.1
2044939.SAMN16343503.GCA_017436375.1	43.7	GCA_017436375.1	0	1	2176104	0	GB_GCA_017436375.1
2044939.SAMEA5280053.GCA_900768075.1	41.4	GCA_900768075.1			2233925		GB_GCA_900768075.1
2840827.SAMN15817188.GCA_018715765.1	54.9	GCA_018715765.1	0	1	2676619	0	GB_GCA_018715765.1
707003.SAMEA7847236.GCA_905209905.1	51.9	GCA_905209905.1	0	1	2843358	0	GB_GCA_905209905.1
707003.SAMEA4891358.GCA_900544715.1	53.3	GCA_900544715.1	0	1	2735606	0	GB_GCA_900544715.1
707003.SAMEA7846310.GCA_905198025.1	54.2	GCA_905198025.1			3338277		GB_GCA_905198025.1
707003.SAMEA7846345.GCA_905198425.1	53.3	GCA_905198425.1	0	1	2323692	0	GB_GCA_905198425.1
2044939.SAMN18359899.GCA_017886505.1	55.2	GCA_017886505.1	0	1	2610624	0	GB_GCA_017886505.1
142586.SAMN15296420.GCA_014465935.1	53.0	GCA_014465935.1	0	1	2166052	0	GB_GCA_014465935.1
142586.SAMN15296433.GCA_015655825.1	35.7	GCA_015655825.1	0	1	1756887	0	GB_GCA_015655825.1
142586.SAMN15296423.GCA_015655975.1	37.2	GCA_015655975.1	0	1	1858491	0	GB_GCA_015655975.1
707003.SAMEA4890826.GCA_900539435.1	53.7	GCA_900539435.1	0	1	1845394	0	GB_GCA_900539435.1
707003.SAMEA4891612.GCA_900547275.1	43.6	GCA_900547275.1			1869680		GB_GCA_900547275.1
2044939.SAMEA5278149.GCA_900772305.1	38.3	GCA_900772305.1	0	1	2031132	0	GB_GCA_900772305.1
344338.SAMEA7846322.GCA_905197515.1	36.3	GCA_905197515.1	0	1	2086548	0	GB_GCA_905197515.1
172733.SAMEA7846882.GCA_905206605.1	38.0	GCA_905206605.1	0	1	2005616	0	GB_GCA_905206605.1
165185.SAMEA8030242.GCA_905234495.1	46.9	GCA_905234495.1			2200401		GB_GCA_905234495.1
2485925.SAMEA6151783.GCA_902791235.1	44.5	GCA_902791235.1			1835607		GB_GCA_902791235.1
142586.SAMN15296440.GCA_015655735.1	38.9	GCA_015655735.1	0	1	2323442	0	GB_GCA_015655735.1
1952430.SAMN06450567.GCA_002493595.1	38.2	GCA_002493595.1			1927462		GB_GCA_002493595.1
142586.SAMN18359888.GCA_017886765.1	44.0	GCA_017886765.1	0	1	1902614	0	GB_GCA_017886765.1
2838570.SAMN15816904.GCA_019115455.1	43.1	GCA_019115455.1	0	1	1710801	0	GB_GCA_019115455.1
1898207.SAMN19225266.GCA_019417905.1	36.8	GCA_019417905.1	0	1	1959106	0	None
2044939.SAMEA5278157.GCA_900767025.1	41.7	GCA_900767025.1			2166830		GB_GCA_900767025.1
707003.SAMEA4890829.GCA_900539415.1	39.5	GCA_900539415.1			2039233		GB_GCA_900539415.1
165185.SAMEA8805367.GCA_910583805.1	38.1	GCA_910583805.1	0	1	2121935	0	GB_GCA_910583805.1
1898207.SAMN17801036.GCA_018382975.1	42.0	GCA_018382975.1	0	1	2023671	0	GB_GCA_018382975.1
142586.SAMN16344883.GCA_017463985.1	49.9	GCA_017463985.1	0	1	2581250	0	GB_GCA_017463985.1
142586.SAMN16344080.GCA_017458975.1	42.6	GCA_017458975.1	0	1	1854620	0	GB_GCA_017458975.1
172733.SAMEA104666514.GCA_900316345.1	43.8	GCA_900316345.1			2126320		GB_GCA_900316345.1
2485925.SAMEA6151169.GCA_902785145.1	42.8	GCA_902785145.1			2550126		GB_GCA_902785145.1
142586.SAMN16343918.GCA_017450645.1	44.9	GCA_017450645.1	0	1	2077187	0	GB_GCA_017450645.1
142586.SAMN16346279.GCA_017514345.1	45.2	GCA_017514345.1	0	1	1998654	0	GB_GCA_017514345.1
142586.SAMN16343875.GCA_017446095.1	47.2	GCA_017446095.1	0	1	2091105	0	GB_GCA_017446095.1
2485925.SAMN11294895.GCA_015065445.1	43.5	GCA_015065445.1	0	1	1978355	0	GB_GCA_015065445.1
2485925.SAMEA6152165.GCA_902795005.1	44.3	GCA_902795005.1	0	1	2021834	0	GB_GCA_902795005.1
142586.SAMN16345446.GCA_017476375.1	40.9	GCA_017476375.1	0	1	2289978	0	GB_GCA_017476375.1
142586.SAMN16343885.GCA_017445905.1	39.1	GCA_017445905.1	0	1	2272321	0	GB_GCA_017445905.1
165185.SAMEA8030171.GCA_905233545.1	40.4	GCA_905233545.1			2231579		GB_GCA_905233545.1
2485925.SAMN11294894.GCA_015065505.1	41.5	GCA_015065505.1	0	1	2314923	0	GB_GCA_015065505.1
165185.SAMEA7847541.GCA_905212455.1	41.8	GCA_905212455.1			1735236		GB_GCA_905212455.1
2044939.SAMEA5278618.GCA_900757955.1	41.2	GCA_900757955.1	0	1	1763846	0	GB_GCA_900757955.1
707003.SAMEA4890797.GCA_900539165.1	41.1	GCA_900539165.1			1764558		GB_GCA_900539165.1
2044939.SAMEA5279896.GCA_900766895.1	41.6	GCA_900766895.1			1567717		GB_GCA_900766895.1
290054.SAMN02745114.GCA_900167205.1	40.1	GCA_900167205.1			1823434		RS_GCF_900167205.1
142586.SAMN15296434.GCA_015655765.1	39.7	GCA_015655765.1	0	1	1921998	0	GB_GCA_015655765.1
142586.SAMN15296424.GCA_014465955.1	39.3	GCA_014465955.1	0	1	2098843	0	GB_GCA_014465955.1
165185.SAMEA8804985.GCA_910577215.1	38.6	GCA_910577215.1			1729463		GB_GCA_910577215.1
165185.SAMEA8805330.GCA_910584985.1	40.9	GCA_910584985.1			1822450		GB_GCA_910584985.1
165185.SAMEA8805383.GCA_910583925.1	37.5	GCA_910583925.1			2182740		GB_GCA_910583925.1
1952315.SAMN06453119.GCA_002361935.1	39.0	GCA_002361935.1			2015878		GB_GCA_002361935.1
1898207.SAMN19225192.GCA_019417215.1	33.9	GCA_019417215.1	0	1	1395889	0	None
142586.SAMN15296426.GCA_014465855.1	41.6	GCA_014465855.1	0	1	1761408	0	GB_GCA_014465855.1
1262700.PRJEB919.GCA_000433975.1	43.9	GCA_000433975.1	0	1	1881083	0	GB_GCA_000433975.1
707003.SAMEA7847662.GCA_905207655.1	40.6	GCA_905207655.1			1859271		GB_GCA_905207655.1
707003.SAMEA7846353.GCA_905193555.1	40.1	GCA_905193555.1			1837501		GB_GCA_905193555.1
142586.SAMN18359832.GCA_017887845.1	44.9	GCA_017887845.1	0	1	2076589	0	GB_GCA_017887845.1
2044939.SAMEA5278623.GCA_900771595.1	46.8	GCA_900771595.1	0	1	2070013	0	GB_GCA_900771595.1
142586.SAMN15296418.GCA_014465915.1	46.5	GCA_014465915.1	0	1	2022379	0	GB_GCA_014465915.1
707003.SAMEA4890827.GCA_900539425.1	41.1	GCA_900539425.1	0	1	2104716	0	GB_GCA_900539425.1
2485925.SAMEA6152449.GCA_902797915.1	45.9	GCA_902797915.1			1557922		GB_GCA_902797915.1
165185.SAMEA8030286.GCA_905234995.1	45.7	GCA_905234995.1			2039914		GB_GCA_905234995.1
2485925.SAMEA6151574.GCA_902789095.1	42.5	GCA_902789095.1			2625407		GB_GCA_902789095.1
165186.SAMEA4890830.GCA_900539465.1	44.0	GCA_900539465.1			2212369		GB_GCA_900539465.1
2044939.SAMN16344672.GCA_017465465.1	41.2	GCA_017465465.1	0	1	2472109	0	GB_GCA_017465465.1
1898207.SAMN13893965.GCA_012523185.1	49.2	GCA_012523185.1			2147511		GB_GCA_012523185.1
2044939.SAMN16342212.GCA_017397655.1	43.5	GCA_017397655.1	0	1	2565527	0	GB_GCA_017397655.1
2044939.SAMN16344056.GCA_017450005.1	55.7	GCA_017450005.1	0	1	3178534	0	GB_GCA_017450005.1
2044939.SAMN16344059.GCA_017449935.1	57.9	GCA_017449935.1	0	1	2952796	0	GB_GCA_017449935.1
2485925.SAMEA6151398.GCA_902787275.1	58.9	GCA_902787275.1			2406463		GB_GCA_902787275.1
2485925.SAMEA6151690.GCA_902790325.1	57.8	GCA_902790325.1			2873605		GB_GCA_902790325.1
2485925.SAMN12582169.GCA_009777055.1	58.7	GCA_009777055.1	0	1	2526384	0	GB_GCA_009777055.1
1952316.SAMN06453125.GCA_002361875.1	41.2	GCA_002361875.1			1864152		GB_GCA_002361875.1
1952444.SAMN06457077.GCA_002490425.1	41.0	GCA_002490425.1			1935781		GB_GCA_002490425.1
2044939.SAMN16342069.GCA_017399405.1	36.0	GCA_017399405.1	0	1	1958783	0	GB_GCA_017399405.1
2044939.SAMN16342106.GCA_017399175.1	36.9	GCA_017399175.1	0	1	2114796	0	GB_GCA_017399175.1
2044939.SAMN16349077.GCA_017624735.1	36.9	GCA_017624735.1	0	1	2041399	0	GB_GCA_017624735.1
165185.SAMEA7846688.GCA_905192535.1	44.4	GCA_905192535.1	0	1	1975596	0	GB_GCA_905192535.1
1952417.SAMN06453285.GCA_002437245.1	45.0	GCA_002437245.1			1881368		GB_GCA_002437245.1
41978.SAMN10183604.GCA_004556705.1	42.5	GCA_004556705.1	0	1	2238204	0	GB_GCA_004556705.1
2044939.SAMN16343141.GCA_017429305.1	42.5	GCA_017429305.1	0	1	2268935	0	GB_GCA_017429305.1
2485925.SAMN11294838.GCA_015066635.1	45.3	GCA_015066635.1	0	1	1727815	0	GB_GCA_015066635.1
2044939.SAMN16343278.GCA_017438845.1	45.8	GCA_017438845.1	0	1	2244687	0	GB_GCA_017438845.1
2044939.SAMN16348838.GCA_017613735.1	45.2	GCA_017613735.1	0	1	1654614	0	GB_GCA_017613735.1
2485925.SAMN11294839.GCA_015066565.1	43.6	GCA_015066565.1	0	1	1960455	0	GB_GCA_015066565.1
1918636.SAMN19315087.GCA_020025775.1	45.1	GCA_020025775.1			1841593		None
172733.SAMEA8805310.GCA_910584415.1	47.2	GCA_910584415.1	0	1	2411510	0	GB_GCA_910584415.1
41978.SAMN10183597.GCA_004552955.1	49.3	GCA_004552955.1	0	1	2132237	0	GB_GCA_004552955.1
2840815.SAMN15817011.GCA_018712805.1	50.7	GCA_018712805.1	0	1	1854580	0	GB_GCA_018712805.1
2044939.SAMN18359807.GCA_017888395.1	54.9	GCA_017888395.1	0	1	1945100	0	GB_GCA_017888395.1
2840816.SAMN15817134.GCA_018714805.1	60.1	GCA_018714805.1	0	1	1866014	0	GB_GCA_018714805.1
1898207.SAMN13893771.GCA_012839185.1	39.4	GCA_012839185.1			1931002		GB_GCA_012839185.1
2044939.SAMN16343241.GCA_017427315.1	56.9	GCA_017427315.1	0	1	3204202	0	GB_GCA_017427315.1
2044939.SAMN16345481.GCA_017480115.1	52.4	GCA_017480115.1	0	1	2373100	0	GB_GCA_017480115.1
2044939.SAMEA5278670.GCA_900772295.1	45.2	GCA_900772295.1			2431471		GB_GCA_900772295.1
2044939.SAMN16346985.GCA_017531385.1	39.5	GCA_017531385.1	0	1	2466958	0	GB_GCA_017531385.1
2044939.SAMN16349910.GCA_017631795.1	39.8	GCA_017631795.1	0	1	2468695	0	GB_GCA_017631795.1
2044939.SAMN16347922.GCA_017549285.1	39.7	GCA_017549285.1	0	1	2315681	0	GB_GCA_017549285.1
2044939.SAMN16345004.GCA_017473925.1	41.5	GCA_017473925.1	0	1	2328400	0	GB_GCA_017473925.1
2044939.SAMN16343529.GCA_017435865.1	45.6	GCA_017435865.1	0	1	3106240	0	GB_GCA_017435865.1
2044939.SAMN16346682.GCA_017522455.1	46.5	GCA_017522455.1	0	1	2780774	0	GB_GCA_017522455.1
2485925.SAMN11294847.GCA_015066385.1	45.9	GCA_015066385.1	0	1	3168270	0	GB_GCA_015066385.1
2044939.SAMN16342271.GCA_017396895.1	47.2	GCA_017396895.1	0	1	2692638	0	GB_GCA_017396895.1
1898204.SAMN16927250.GCA_016297645.1	49.4	GCA_016297645.1	0	1	2041500	0	GB_GCA_016297645.1
